translator,chapter,sentence_id,token_index,spanish,lemma,chinese,pinyin,meaning,pos,is_proper_noun,syntactic_role_es,syntactic_role_zh,verb_person,verb_number,verb_tense,verb_mood,other_translation,pronoun_ref,clause_type,note
arsovska,19,19-3,4,"compasión","compasión","仁","rén","Compasión, humanidad","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","术语: 仁"
arsovska,19,19-3,7,"justicia","justicia","义","yì","Justicia, rectitud","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","术语: 义"
arsovska,19,19-4,3,"retornará","retornar","复","fù","Retornar, volver","verbo",false,"Verbo principal","动词作谓语",3,"singular","futuro","indicativo","","","oración principal","将来时! '民复孝慈'"
arsovska,19,19-4,6,"piedad","piedad","孝","xiào","Piedad filial","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'孝'"
arsovska,19,19-4,7,"filial","filial","孝","xiào","Filial","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'孝'"
arsovska,19,19-4,10,"amor","amor","慈","cí","Amor paternal","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'慈'"
arsovska,19,19-4,11,"paternal","paternal","慈","cí","Paternal","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'慈'"
arsovska,19,19-5,4,"astucia","astucia","巧","qiǎo","Astucia, artificio","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'巧'"
arsovska,19,19-5,6,"abandona","abandonar","弃","qì","Abandonar","verbo",false,"Verbo principal (imperativo)","动词作谓语",2,"singular","presente","imperativo","","","oración principal","'弃利'"
arsovska,19,19-5,8,"lucro","lucro","利","lì","Lucro, ganancia","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'利'"
arsovska,19,19-6,1,"así","así","故","gù","Así, de ese modo","adverbio",false,"CC","副词","","","","","","","oración principal","'故'"
arsovska,19,19-6,2,"acabarás","acabar","无有","wú yǒu","Acabar con, eliminar","verbo",false,"Verbo principal","动词作谓语",2,"singular","futuro","indicativo","","","oración principal","将来时! '盗贼无有'"
arsovska,19,19-6,4,"ladrones","ladrón","盗","dào","Ladrones","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'盗'"
arsovska,19,19-6,6,"bandidos","bandido","贼","zéi","Bandidos","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'贼'"
arsovska,19,19-7,1,"Mas","mas","而","ér","Mas, pero (adversativa)","conjunción",false,"Nexo adversativo","转折连词","","","","","","","oración principal","'此三者'"
arsovska,19,19-7,2,"estos","este","此","cǐ","Estos (demostrativo)","pronombre",false,"Sujeto","指示代词作主语","","","","","","","oración principal","'此三者'"
arsovska,19,19-7,3,"tres","tres","三","sān","Tres","numeral",false,"Núcleo (三者)","数词","","","","","","","oración principal","'三者'"
arsovska,19,19-7,4,"no","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal",""
arsovska,19,19-7,5,"son","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"plural","presente","indicativo","","","oración principal","'不足'"
arsovska,19,19-7,6,"suficientes","suficiente","足","zú","Suficientes","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'以为文不足'"
arsovska,19,19-8,1,"aún","aún","（犹）","-","Aún, todavía","adverbio",false,"CC","副词","","","","","","","oración principal",""
arsovska,19,19-8,3,"necesita","necesitar","令","lìng","Necesitar, hacer falta","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'故令有所属'"
arsovska,19,19-8,4,"apreciar","apreciar","见","jiàn","Apreciar, mostrar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'见素'"
arsovska,19,19-8,5,"lo","lo","素","sù","Artículo neutro (lo elemental)","artículo",false,"Determinante neutro","中性冠词","","","","","","","oración principal","'素'"
arsovska,19,19-8,6,"elemental","elemental","素","sù","Lo elemental, lo simple (素)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","'素'未染之丝"
arsovska,19,19-8,7,"abrazar","abrazar","抱","bào","Abrazar, aferrar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'抱朴'"
arsovska,19,19-8,9,"simpleza","simpleza","朴","pǔ","Simpleza (朴, madera sin labrar)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","术语: 朴"
arsovska,19,19-8,10,"reducir","reducir","少","shǎo","Reducir, disminuir","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'少私'"
arsovska,19,19-8,12,"parcialidad","parcialidad","私","sī","Parcialidad, egoísmo","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'私'"
arsovska,19,19-8,13,"menguar","menguar","寡","guǎ","Menguar, aminorar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'寡欲'"
arsovska,19,19-8,15,"deseos","deseo","欲","yù","Deseos","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'欲'"
arsovska,20,20-1,1,"Suelta","soltar","绝","jué","Soltar, abandonar","verbo",false,"Verbo principal (imperativo)","动词作谓语",2,"singular","presente","imperativo","","","oración principal","'绝学'"
arsovska,20,20-1,2,"lo","lo","学","xué","Artículo neutro (lo aprendido)","artículo",false,"Determinante neutro","中性冠词","","","","","","","oración principal","'学'"
arsovska,20,20-1,3,"aprendido","aprender","学","xué","Lo aprendido, el saber (学)","verbo",false,"Participio sustantivado","过去分词名词化","","","","participio","","","oración principal","'绝学'"
arsovska,20,20-1,6,"angustias","angustia","忧","yōu","Angustias, preocupaciones","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'忧'"
arsovska,20,20-1,7,"cesarán","cesar","无","wú","Cesar, acabar","verbo",false,"Verbo principal","动词作谓语",3,"plural","futuro","indicativo","","","oración principal","将来时! '无忧'"
arsovska,20,20-2,1,"Cuánto","cuánto","几何","jǐ hé","Cuánto (interrogativo de cantidad)","pronombre",false,"CC (interrogativo)","疑问副词","","","","","","","oración interrogativa","'相去几何'"
arsovska,20,20-2,2,"dista","distar","相去","xiāng qù","Distar, distanciarse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración interrogativa","'相去'"
arsovska,20,20-2,4,"sí","sí","唯","wéi","El 'sí' (asentimiento respetuoso 唯)","sustantivo",false,"Sujeto","名词","","","","","","","oración interrogativa","'唯' 恭敬的应答"
arsovska,20,20-2,5,"humilde","humilde","唯","wéi","Humilde, respetuoso","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración interrogativa","'唯'"
arsovska,20,20-2,7,"altanero","altanero","阿","ē","Altanero, displicente","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración interrogativa","'阿'"
arsovska,20,20-2,8,"ajá","ajá","阿","ē","El 'ajá' (respuesta displicente 阿)","sustantivo",false,"Término de preposición","名词","","","","","","","oración interrogativa","'阿' 怠慢的应答"
arsovska,20,20-3,1,"Cuán","cuán","若何","ruò hé","Cuán (interrogativo de grado)","adverbio",false,"CC (interrogativo)","疑问副词","","","","","","","oración interrogativa","'相去若何'"
arsovska,20,20-3,2,"lejos","lejos","去","qù","Lejos","adverbio",false,"CC de distancia","副词","","","","","","","oración interrogativa","'相去'"
arsovska,20,20-3,3,"están","estar","（在）","-","Estar","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración interrogativa",""
arsovska,20,20-3,5,"belleza","belleza","善","shàn","Belleza, bondad","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración interrogativa","'善'"
arsovska,20,20-3,8,"fealdad","fealdad","恶","è","Fealdad, maldad","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración interrogativa","'恶'"
arsovska,20,20-4,1,"Imposible","imposible","不可","bù kě","Imposible","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'不可'"
arsovska,20,20-4,2,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,20,20-4,3,"no","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不可不畏'"
arsovska,20,20-4,4,"temer","temer","畏","wèi","Temer","verbo",false,"Sujeto (infinitivo)","动词不定式作主语","","","","infinitivo","","","oración principal","'畏'"
arsovska,20,20-4,5,"lo","lo","所","suǒ","Artículo neutro (lo que=所)","artículo",false,"Determinante neutro","中性冠词","","","","","","","subordinada relativa","'所畏'"
arsovska,20,20-4,6,"que","que","（关系代词）","-","Que (relativo)","pronombre",false,"Nexo subordinante","关系代词","","","","","","que → lo","subordinada relativa",""
arsovska,20,20-4,8,"otro","otro","人","rén","El otro, los demás","pronombre",false,"Sujeto de la relativa","代词","","","","","","","subordinada relativa","'人之所畏'"
arsovska,20,20-4,9,"teme","temer","畏","wèi","Temer","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'所畏'"
arsovska,20,20-5,1,"Lo","lo","荒","huāng","Artículo neutro (lo impenetrable)","artículo",false,"Determinante neutro","中性冠词","","","","","","","oración exclamativa","'荒兮'"
arsovska,20,20-5,2,"impenetrable","impenetrable","荒","huāng","Impenetrable, vasto y confuso","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración exclamativa","'荒'空旷"
arsovska,20,20-5,3,"oh","oh","兮","xī","¡Oh! (interjección)","interjección",false,"Interjección","语气词","","","","","","","oración exclamativa","'兮/哉'"
arsovska,20,20-5,4,"infinito","infinito","未央","wèi yāng","Infinito, sin fin","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración exclamativa","'未央'未尽"
arsovska,20,20-6,2,"multitud","multitud","众人","zhòng rén","La multitud, la gente","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'众人'"
arsovska,20,20-6,3,"alegre","alegre","熙熙","xī xī","Alegre, jubilosa","adjetivo",false,"Complemento predicativo","形容词作补语","","","","","","","oración principal","'熙熙'"
arsovska,20,20-6,4,"cual","cual","如","rú","Cual, como (comparativo)","adverbio",false,"Nexo comparativo","比较词","","","","","","","oración comparativa","'如享太牢'"
arsovska,20,20-6,6,"fiesta","fiesta","太牢","tài láo","Fiesta, gran banquete (太牢)","sustantivo",false,"Término de comparación","名词","","","","","","","oración comparativa","'太牢' 盛宴"
arsovska,20,20-6,8,"gozando","gozar","登台","dēng tái","Gozar, disfrutar (gerundio)","verbo",false,"Gerundio (CC de modo)","副动词","","","","gerundio","","","oración comparativa","'如春登台'"
arsovska,20,20-6,10,"primavera","primavera","春","chūn","Primavera","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración comparativa","'春'"
arsovska,20,20-7,2,"yo","yo","我","wǒ","Yo (pronombre personal)","pronombre",false,"Sujeto","人称代词作主语","","","","","","","oración principal","'我独' 第一人称"
arsovska,20,20-7,4,"cambio","cambio","独","dú","Cambio ('en cambio'=独)","sustantivo",false,"Parte de locución 'en cambio'","惯用语成分","","","","","","","oración principal","'独' 唯独"
arsovska,20,20-7,5,"calmado","calmado","泊","bó","Calmado, sereno","adjetivo",false,"Complemento predicativo","形容词作补语","","","","","","","oración principal","'泊兮'"
arsovska,20,20-7,7,"presagio","presagio","兆","zhào","Presagio, señal","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'未兆'"
arsovska,20,20-7,8,"alguno","alguno","（未）","-","Alguno (en negación: ninguno)","adjetivo",false,"Cuantificador indefinido","不定限定词","","","","","","","oración principal","'sin presagio alguno'=未兆"
arsovska,20,20-8,1,"Confundido","confundido","沌沌","dùn dùn","Confundido, indistinto","adjetivo",false,"Complemento predicativo","形容词作补语","","","","","","","oración principal","'沌沌'"
arsovska,20,20-8,3,"cría","cría","婴儿","yīng ér","Cría, recién nacido","sustantivo",false,"Término de comparación","名词","","","","","","","oración comparativa","'婴儿'"
arsovska,20,20-8,5,"aún","aún","未","wèi","Aún, todavía (no)","adverbio",false,"CC","副词","","","","","","","subordinada relativa","'未孩'"
arsovska,20,20-8,7,"llega","llegar","孩","hái","Llegar (a ser)","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'未孩' 未能发笑"
arsovska,20,20-8,9,"infante","infante","孩","hái","Infante (que ya ríe)","sustantivo",false,"Término de preposición","名词","","","","","","","subordinada relativa","'孩'"
arsovska,20,20-9,1,"cansado","cansado","儽儽","léi léi","Cansado, desfallecido","adjetivo",false,"Complemento predicativo","形容词作补语","","","","","","","oración principal","'儽儽兮'"
arsovska,20,20-9,2,"como","como","若","ruò","Como (comparativo)","adverbio",false,"Nexo comparativo","比较词","","","","","","","oración comparativa","'若无所归'"
arsovska,20,20-9,3,"si","si","若","ruò","Si (condicional)","conjunción",false,"Nexo condicional","条件连词","","","","","","","subordinada condicional","'若'"
arsovska,20,20-9,5,"tuviera","tener","无","wú","Tuviera (tener)","verbo",false,"Verbo de la condicional","从句谓语",3,"singular","pretérito imperfecto","subjuntivo","","","subordinada condicional","虚拟式! '若无所归'"
arsovska,20,20-9,6,"dónde","dónde","所","suǒ","Dónde (relativo de lugar)","adverbio",false,"Nexo relativo de lugar","地点关系副词","","","","","","","subordinada relativa","'所归'"
arsovska,20,20-9,7,"volver","volver","归","guī","Volver, regresar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'归'"
arsovska,20,20-10,3,"posee","poseer","有","yǒu","Poseer, tener","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'皆有余'"
arsovska,20,20-10,5,"más","más","余","yú","De más, en exceso (余)","adverbio",false,"CC de cantidad","副词","","","","","","","oración principal","'有余'"
arsovska,20,20-10,10,"nada","nada","遗","yí","Nada (pron. indefinido negativo)","pronombre",false,"Objeto directo","不定代词","","","","","","","subordinada condicional","'若遗' 若有所失"
arsovska,20,20-11,1,"Qué","qué","哉","zāi","Qué (exclamativo)","pronombre",false,"Cuantificador exclamativo","感叹词","","","","","","","oración exclamativa","'也哉'"
arsovska,20,20-11,2,"ingenuidad","ingenuidad","愚","yú","Ingenuidad, necedad","sustantivo",false,"Núcleo nominal","名词","","","","","","","oración exclamativa","'愚人之心'"
arsovska,20,20-11,4,"mía","mío","我","wǒ","Mía (posesivo tónico)","determinante",false,"Posesivo tónico","物主代词","","","","","","mía → yo","oración exclamativa","'我' 第一人称"
arsovska,20,20-12,1,"Todo","todo","（沌沌）","-","Todo","pronombre",false,"Sujeto","不定代词","","","","","","","oración principal","浑然无别"
arsovska,20,20-12,2,"me","me","（我）","-","Pronombre átono OI (me)","pronombre",false,"Objeto indirecto (átono)","间接宾语代词","","","","","","me → yo (第一人称)","oración principal","'da igual'=沌沌"
arsovska,20,20-12,3,"da","dar","沌沌","dùn dùn","Dar ('da igual'=无别)","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'沌沌兮'"
arsovska,20,20-12,4,"igual","igual","沌沌","dùn dùn","Igual ('da igual'=无分别)","adjetivo",false,"Complemento","形容词","","","","","","","oración principal","'沌沌'"
arsovska,20,20-13,2,"hombres","hombre","俗人","sú rén","Hombres, gentes","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'俗人'"
arsovska,20,20-13,3,"comunes","común","俗","sú","Comunes, vulgares","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'俗'"
arsovska,20,20-13,4,"brillan","brillar","昭昭","zhāo zhāo","Brillar, relucir","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'昭昭'"
arsovska,20,20-13,6,"soy","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",1,"singular","presente","indicativo","","","oración principal","'我独' 第一人称"
arsovska,20,20-13,7,"opaco","opaco","昏","hūn","Opaco, oscuro","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'若昏'"
arsovska,20,20-14,3,"ordinarios","ordinario","俗","sú","Ordinarios, vulgares","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'俗人'"
arsovska,20,20-14,4,"cuestionan","cuestionar","察察","chá chá","Cuestionar, escudriñar","verbo",false,"Verbo principal","动词作谓语",3,"plural","presente","indicativo","","","oración principal","'察察'"
arsovska,20,20-14,7,"distingo","distinguir","闷闷","mèn mèn","Distinguir, discernir","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración principal","'我独闷闷' 第一人称"
arsovska,20,20-15,1,"Atormentado","atormentado","澹","dàn","Atormentado, agitado (como el mar)","adjetivo",false,"Complemento predicativo","形容词作补语","","","","","","","oración exclamativa","'澹兮'"
arsovska,20,20-15,4,"gran","grande","（若海）","-","Gran, grande","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración comparativa",""
arsovska,20,20-15,5,"mar","mar","海","hǎi","Mar","sustantivo",false,"Término de comparación","名词","","","","","","","oración comparativa","'若海'"
arsovska,20,20-16,1,"Agitado","agitado","飂","liáo","Agitado, en ráfagas","adjetivo",false,"Complemento predicativo","形容词作补语","","","","","","","oración exclamativa","'飂兮'"
arsovska,20,20-16,5,"pudiera","poder","无","wú","Pudiera (poder)","verbo",false,"Verbo de la condicional","从句谓语",3,"singular","pretérito imperfecto","subjuntivo","","","subordinada condicional","虚拟式! '若无止'"
arsovska,20,20-16,6,"parar","parar","止","zhǐ","Parar, detenerse","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada condicional","'止'"
arsovska,20,20-17,2,"muchedumbre","muchedumbre","众人","zhòng rén","Muchedumbre","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'众人'"
arsovska,20,20-17,4,"destrezas","destreza","以","yǐ","Destrezas, recursos (以=用)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'有以' 有所作为"
arsovska,20,20-18,2,"mí","mí","我","wǒ","Mí (pron. tónico)","pronombre",false,"Objeto indirecto (tónico)","人称代词(重读)","","","","","","mí → yo","oración principal","'我独' 第一人称"
arsovska,20,20-18,3,"me","me","（我）","-","Pronombre átono OI (me)","pronombre",false,"Objeto indirecto (átono)","间接宾语代词","","","","","","me → yo","oración principal","'a mí me' 重复强调"
arsovska,20,20-18,4,"distingue","distinguir","顽似","wán sì","Distinguir, caracterizar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'我独顽似鄙'"
arsovska,20,20-18,6,"torpeza","torpeza","鄙","bǐ","Torpeza, rusticidad","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'顽似鄙'"
arsovska,20,20-19,1,"Soy","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",1,"singular","presente","indicativo","","","oración principal","'我独异' 第一人称"
arsovska,20,20-19,2,"distinto","distinto","异","yì","Distinto, diferente","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'异于人'"
arsovska,20,20-19,5,"demás","demás","人","rén","Los demás","pronombre",false,"Término de preposición","代词","","","","","","","oración principal","'人'"
arsovska,20,20-20,1,"elijo","elegir","贵","guì","Elegir, preferir","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración principal","'贵食母' 第一人称"
arsovska,20,20-20,2,"nutrirme","nutrir","食","sí","Nutrirme (nutrir + me)","verbo",false,"Verbo (infinitivo + pron.)","动词不定式+代词","","","","infinitivo","","me → yo","oración principal","'食母'"
arsovska,20,20-20,5,"Madre","madre","母","mǔ","La Madre (el Dao 母)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","术语: 母(道)"
arsovska,21,21-1,1,"Hueca","hueco","孔","kǒng","Hueca, vacía","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'孔德' 大德若虚"
arsovska,21,21-1,2,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,21,21-1,4,"Virtud","virtud","德","dé","Virtud, Dé","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","术语: 德"
arsovska,21,21-1,5,"que","que","（关系代词）","-","Que (relativo)","pronombre",false,"Nexo subordinante","关系代词","","","","","","que → la Virtud","subordinada relativa",""
arsovska,21,21-1,6,"no","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","subordinada relativa",""
arsovska,21,21-1,7,"sigue","seguir","从","cóng","Seguir, obedecer","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'惟道是从'"
arsovska,21,21-1,9,"Dao","Dao","道","dào","El Dao","sustantivo",true,"Objeto directo","名词作宾语","","","","","","","subordinada relativa","专有名词"
arsovska,21,21-2,3,"cosa","cosa","物","wù","Cosa, ente","sustantivo",false,"Atributo","名词作表语","","","","","","","oración principal","'道之为物'"
arsovska,21,21-2,4,"incierta","incierto","恍","huǎng","Incierta, difusa","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'恍'"
arsovska,21,21-2,6,"vaga","vago","惚","hū","Vaga, indistinta","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'惚'"
arsovska,21,21-3,4,"ahí","ahí","其中","qí zhōng","Ahí, en su interior (其中)","adverbio",false,"CC de lugar","方位副词","","","","","","","oración principal","'其中'"
arsovska,21,21-3,5,"está","estar","有","yǒu","Estar, haber","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'有象'"
arsovska,21,21-3,7,"imagen","imagen","象","xiàng","Imagen, figura","sustantivo",false,"Sujeto (pospuesto)","名词作主语","","","","","","","oración principal","'象'"
arsovska,21,21-5,1,"Oscura","oscuro","窈","yǎo","Oscura, recóndita","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración exclamativa","'窈兮'"
arsovska,21,21-5,3,"nebulosa","nebuloso","冥","míng","Nebulosa, profunda","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración exclamativa","'冥'"
arsovska,21,21-5,7,"semilla","semilla","精","jīng","Semilla, esencia (精)","sustantivo",false,"Sujeto (pospuesto)","名词作主语","","","","","","","oración principal","术语: 精"
arsovska,21,21-6,4,"verdadera","verdadero","真","zhēn","Verdadera, auténtica","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'甚真'"
arsovska,21,21-6,6,"ella","ella","精","jīng","Ella (pron., = la semilla)","pronombre",false,"Término de preposición","人称代词","","","","","","ella → la semilla 精","oración principal","'其中'"
arsovska,21,21-6,7,"se","se","（可）","-","'se' impersonal / pasiva refleja","pronombre",false,"Marca de pasiva refleja","被动标记","","","","","","se → impersonal","oración principal",""
arsovska,21,21-6,8,"puede","poder","有","yǒu","Poder","verbo",false,"Verbo modal","能愿动词",3,"singular","presente","indicativo","","","oración principal","'有信'"
arsovska,21,21-6,9,"confiar","confiar","信","xìn","Confiar","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'信' 可信"
arsovska,21,21-7,3,"antigüedad","antigüedad","古","gǔ","Antigüedad","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'及古'"
arsovska,21,21-7,5,"hoy","hoy","今","jīn","Hoy, el presente","adverbio",false,"Término de preposición","名词/副词","","","","","","","oración principal","'自今'"
arsovska,21,21-7,6,"su","su","其","qí","Posesivo","determinante",false,"Determinante posesivo","物主限定词","","","","","","su → el Dao","oración principal",""
arsovska,21,21-7,7,"nombre","nombre","名","míng","Nombre","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'其名'"
arsovska,21,21-7,8,"permanece","permanecer","不去","bù qù","Permanecer, no desaparecer","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'其名不去'"
arsovska,21,21-7,10,"multiplica","multiplicar","阅","yuè","Multiplicarse, pasar revista","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'以阅众甫'"
arsovska,21,21-7,12,"florece","florecer","甫","fǔ","Florecer, dar origen","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'众甫' 万物之始"
arsovska,21,21-8,1,"Cómo","cómo","何以","hé yǐ","Cómo (interrogativo de modo)","adverbio",false,"CC (interrogativo)","疑问副词","","","","","","","oración interrogativa","'吾何以知'"
arsovska,21,21-8,2,"sé","saber","知","zhī","Saber, conocer","verbo",false,"Verbo principal","动词作谓语",1,"singular","presente","indicativo","","","oración interrogativa","'吾…知' 第一人称"
arsovska,21,21-8,5,"cosas","cosa","众甫","zhòng fǔ","Cosas, los orígenes (众甫)","sustantivo",false,"Sujeto de la subordinada","名词作主语","","","","","","","subordinada sustantiva","'众甫之状'"
arsovska,21,21-8,6,"son","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"plural","presente","indicativo","","","subordinada sustantiva",""
arsovska,21,21-8,7,"así","así","状","zhuàng","Así, de tal forma (状)","adverbio",false,"Atributo","副词","","","","","","","subordinada sustantiva","'众甫之状'"
arsovska,21,21-8,10,"Dao","Dao","此","cǐ","El Dao (por el Dao=以此)","sustantivo",true,"Término de preposición","名词","","","","","","","oración principal","'以此' 专有名词"
arsovska,22,22-1,1,"Lo","lo","曲","qū","Artículo neutro (lo carente)","artículo",false,"Determinante neutro","中性冠词","","","","","","","oración principal","'曲'"
arsovska,22,22-1,2,"carente","carente","曲","qū","Lo carente, lo doblado (曲)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","'曲则全'"
arsovska,22,22-1,3,"se","se","（则）","-","'se' de pasiva refleja","pronombre",false,"Marca de pasiva refleja","被动标记","","","","","","se → impersonal","oración principal",""
arsovska,22,22-1,4,"completa","completar","全","quán","Completarse","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'全'"
arsovska,22,22-2,2,"torcido","torcido","枉","wǎng","Lo torcido (枉)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","'枉则直'"
arsovska,22,22-2,4,"endereza","enderezar","直","zhí","Enderezarse","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'直'"
arsovska,22,22-3,2,"hueco","hueco","洼","wā","Lo hueco, lo hondo (洼)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","'洼则盈'"
arsovska,22,22-3,4,"llena","llenar","盈","yíng","Llenarse","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'盈'"
arsovska,22,22-4,2,"gastado","gastado","敝","bì","Lo gastado, lo viejo (敝)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","'敝则新'"
arsovska,22,22-4,4,"renueva","renovar","新","xīn","Renovarse","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'新'"
arsovska,22,22-5,2,"poco","poco","少","shǎo","Lo poco (少)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","'少则得'"
arsovska,22,22-5,4,"obtiene","obtener","得","dé","Obtenerse","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'得'"
arsovska,22,22-6,2,"mucho","mucho","多","duō","Lo mucho (多)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","'多则惑'"
arsovska,22,22-6,3,"confunde","confundir","惑","huò","Confundir","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'惑'"
arsovska,22,22-7,2,"ello","ello","是以","shì yǐ","Pronombre neutro (por ello=是以)","pronombre",false,"Término de preposición","中性代词","","","","","","ello → 前述","oración principal","'是以'"
